State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Nagaland,Mon,Chen,Aboi,1306125,SBI,Aboi,2020-08-03 09:35:15.197,Transport/Admin,Bank,26.60198174,94.96305583
Nagaland,Phek,Pfutsero,Sakraba Hq,1307100,Govt High School,Sakraba HQ,2020-06-27 08:43:36.843,Education ,High School - General,25.623734893336,94.362706748239
Nagaland,Phek,Pfutsero,Sakraba Hq,1307100,Mandi,Sakraba HQ,2020-06-27 08:47:31.173,Agro ,Mandi (Notified),25.625534929848,94.368756419332
Nagaland,Phek,Pfutsero,Sakraba Hq,1307100,Village Council,Sakraba HQ,2020-06-27 08:40:41.200,Transport/Admin,Panchayat Headquarter,25.625483962051,94.370009153527
Nagaland,Phek,Pfutsero,Sakraba Hq,1307100,PHC,Sakraba HQ,2020-06-27 08:46:03.110,Medical ,Primary Health Centre,25.624445721148,94.368265099014
Nagaland,Kiphire,Sitimi,Kiyezhe ,1312098,Bus Stand,Kiyezhe,2020-08-22 18:02:28.967,Transport/Admin,Bus Stand,25.85039374,94.69416948
Nagaland,Kiphire,Sitimi,Kiyezhe ,1312098,Council Hall,Kiyezhe,2020-08-22 18:03:19.910,Transport/Admin,Panchayat Headquarter,25.84993876,94.69398009
Nagaland,Longleng,Tamlu,Yonglok,1313127,Yonglok vill council,yonglok,2020-08-14 14:44:59.650,Transport/Admin,Panchayat Headquarter,26.76976473,94.74257116
Nagaland,Longleng,Tamlu,Yonglok,1313127,mandi,Yonglok,2020-08-14 14:49:38.867,Agro ,Mandi (Notified),26.76951849,94.7422901
Nagaland,Mokokchung,Kobulong,Impur Compound,1313409,Clark memorial higher secondary school,Impur compound,2020-07-17 15:44:55.807,Education ,Higher Secondary School,26.39011787,94.54027351
Nagaland,Mokokchung,Kobulong,Impur Compound,1313409,Impur christian hospital,Impur,2020-07-17 14:07:10.330,Medical ,Bedded Hospital,26.38910127,94.54435118
Nagaland,Mokokchung,Kobulong,Impur Compound,1313409,Bus stand,Impur,2020-07-17 15:45:48.233,Transport/Admin,Bus Stand,26.38934363,94.54139263
Nagaland,Wokha,Wozhuro/Ralang,Wozhuro,1313434,Govt PHC,Wozhuro,2020-07-09 13:33:12.463,Medical ,Primary Health Centre,26.006653333333,94.18014
Nagaland,Wokha,Wozhuro/Ralang,Wozhuro,1313434,Govt High School,Wozhuro,2020-07-09 12:25:07.517,Education ,High School - General,26.00417,94.183433333333
