State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Sikkim,East,Pakyong,U Rai Gaon,1113427,jawahar navodaya vidyalaya,pakyong east sikkim,2020-06-07 11:43:39.460,Education ,Higher Secondary School,27.2483244,88.58382952
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,Central Bank Of India,Mangalbaria,2020-06-20 13:52:24.580,Transport/Admin,Bank,27.19211377,88.2867774
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,Panchayat Bhawan,"Takuthang Chuchen , mangalbarry",2020-06-20 13:50:11.277,Transport/Admin,Panchayat Headquarter,27.19165305,88.28367697
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,Food Godown,Takuthang,2020-06-20 13:48:51.507,Agro ,Collection Centre or Pack House,27.19585403,88.28656119
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,Livelihood School mangalbarey,Mangalbarey,2020-06-24 04:39:38.973,Education ,Degree College,27.19201927,88.28456293
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,Block Administrative Centre,Mangalabrey,2020-06-20 13:50:37.753,Transport/Admin,Block Headquarter,27.19151792,88.28421618
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,State Bank Of Sikkim,Mangalbaria,2020-06-20 13:51:02.783,Transport/Admin,Bank,27.19121118,88.28453042
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,Vetrinary Hospital and Farm with Fisheries Farm,Takuthang,2020-06-20 13:48:24.813,Medical ,Veterinary Hospital,27.19468065,88.28164027
Sikkim,West Sikkim,Soreng,Middle Takuthang ,1113613,Government senior secondary school mangalbaria,mangalbarey,2020-06-20 13:49:24.967,Education ,Higher Secondary School,27.19100442,88.28297386
Sikkim,West Sikkim,Gyalshing,L Yangthang,1113813,Village Administrative Centre,Lower Langang,2020-07-28 16:33:29.670,Transport/Admin,Panchayat Headquarter,27.28650226,88.23461457
Sikkim,West Sikkim,Gyalshing,Tikjuk,1113820,Organic Sales Outlet,Tikjuk,2020-06-25 20:50:35.480,Agro ,Mandi (Notified),27.3008139,88.25190622
Sikkim,West Sikkim,Gyalshing,Tikjuk,1113820,Police Station,Tikjuk,2020-06-25 20:44:19.517,Transport/Admin,Block Headquarter,27.29977629,88.25107241
